id,question,A,B,C,D,answer,category
893,"Dos seguintes registros de log, o que indica baixo espaço em disco é:",ERRO: Erro de leitura do disco,AVISO: Uso do disco superior ao limite definido,INFORMAÇÃO: Arquivo salvo com sucesso,DEBUG: Conexão de rede estabelecida,B,Infrastructure
894,"Em shell scripts, as palavras-chave usadas para executar comandos em um laço são:",fold,join,for,read,C,Middleware
895,Qual é o comando para criar um diretório no Linux?,ls,rm,mkdir,cp,C,Operating system
896,"No momento do monitoramento do desempenho do sistema, qual ferramenta geralmente é usada para exibir a carga do sistema?",comando ps,comando top,comando tail,comando netstat,B,Middleware
897,Qual das opções abaixo pode ser a causa de um sistema travar?,dano em hardware,atualização do sistema falhou,conexão de rede perdida,não há espaço suficiente no disco,A,Operating system
898,Quais das seguintes medidas podem melhorar o desempenho do sistema?,Aumentar o número de núcleos do CPU,Reduzir a capacidade de memória,Reduzir o espaço em disco,Reduzir a largura de banda da rede,A,System architecture
899,"Em syslog, qual nível de log indica informações gerais?",DEBUG,INFO,WARNING,ERROR,B,Information security 
900,"Em Linux, qual é o comando para criar um sistema de arquivos?",mkfs,fdisk,montar,umount,A,Operating system
901,"Em Linux, qual é o comando para visualizar as informações do processo atual do computador?",ls,dd,top,fsck,C,Operating system
902,O que é largura de banda de rede?,Taxa de transferência de rede,Latência de rede,Estabilidade da conexão da Internet,Confiabilidade dos serviços de rede,A,Network 
903,Como identificar comportamento inusitado em logs?,Filtrar por palavras-chave específicas,Selecionar aleatoriamente algumas linhas para análise,Ignorar todos os avisos no log,Verificar somente o início do log,A,Information security 
904,Quais das seguintes é uma distribuição Linux comum?,Ubuntu,Windows,macOS,android,A,Operating system
905,Quais das seguintes opções não é uma causa comum de falhas em uma rede?,O cabo de rede desconectado,Falha do roteador,Erro de banco de dados,Problema de resolução de DNS,C,Network 
906,Qual dos seguintes itens não é uma medida comum de otimização de desempenho?,Aumentar os recursos de hardware,Otimização,Reduzir a latência de resposta da rede,Aumentar a segurança do serviço,D,System architecture
907,Quais das seguintes ferramentas podem monitorar e analisar o tráfego de rede em tempo real?,Wireshark,Ansible,Git,Jenkins,A,Information security 
908,Quais das seguintes não é um indicador de aviso comum ao monitorar a infraestrutura?,uso do CPU,espaco livre no disco rígido,consumo de memória,hora da ultima modificação do arquivo,D,Infrastructure
909,Quais das seguintes ferramentas podem ser usadas para monitorar o tráfego de rede?,Ping,Traceroute,Wireshark,SSH,C,Network 
910,"Em monitoramento de infraestrutura, qual dos indicadores a seguir pode refletir a carga no servidor?",uso de largura de banda de rede,uso de memória,uso de espaço em disco,temperatura do CPU,B,Infrastructure
911,Qual dos seguintes indicadores métricos não é adequado para avaliar o desempenho da rede?,taxa de utilização de largura de banda,latência,uso de memória,taxa de perda de pacotes,C,Network 
912,Qual das opções a seguir não é um item de configuração comum em switches?,Configuração de VLAN,Configuração de protocolo de roteamento,Configuração de firewall,Configuração de hostname,C,Network 
913,Quais situações podem causar falha de armazenamento de hardware?,Perda de cabeça do disco rígido,Problema de conexão da Internet,Atualização de software falhou,Superaquecimento da memória,A,Infrastructure
914,O que é vazamento de memória?,uso excessivo de memória,memória não pode ser alocada,Memória não é libertada corretamente após a alocação,acesso frequente à memória,C,Software architecture
915,"Para a informação de log a seguir, Jun 15 04:06:18 combo su(pam_unix)[21416]: session opened for user cyrus by (uid=0), qual é a alternativa correta?",Anormal,Sem exceções,Incapaz de determinar se há uma exceção,Informação de log incompleta,B,Operating system
916,Qual comando pode realizar backup de arquivos do site?,mv /var/log/access.log /var/log/archive/$date/access.log,mysqldump -u root -pPASSWORD dbname > /var/backup/$date/dbname.sql,tar -czvf /var/backup/$date/website.tar.gz /var/www/html/,find /var/backup/* -mtime +7 -exec rm -rf {} \;,C,Infrastructure
917,Quales técnicas podem ser empregadas para alcançar consistência e sincronização de dados em clusters de servidores?,Cluster de banco de dados/particionamento,compressão de dados,enviar email,Identificação de imagem,A,Database
918,Como diagnosticar uma falha atualização de software?,Reinicie o dispositivo,Reinstale o software,Restaurar para backup anterior,Verifique o registro de erros,D,Middleware
919,Qual dos seguintes métodos pode melhorar o desempenho de consulta em banco de dados?,Aumentar a largura de banda do servidor,Otimizar a instrução de consulta,Aumentar a capacidade da fonte de alimentação,Aumentar a capacidade do disco rígido,B,Database
920,Como usar scripts para automatizar a implantação?,Executar o script manualmente,Executar o script regularmente,Adicionar script aos itens de inicialização,Usar agendador de tarefas,C,Infrastructure
921,Por que backups são importantes?,previnir perda de dados,melhorar desempenho,cortar custos,Otimizar utilização de recursos,A,Information security 
922,Quais das opções a seguir não é um indicador comum utilized para monitoramento do desempenho de uma rede?,Taxa de perda de pacotes,Atraso,Taxa de transferência,Utilização do CPU,D,Network 
923,Qual das seguintes não é uma forma de instalar um sistema operacional?,Instalação gráfica,Instalação em rede,Instalação via Bluetooth,Instalação totalmente automatizada,C,Operating system
924,"Para as informações de log abaixo, 2021-07-20 09:14:22 INFO [main] com.example.MyApp: Application started, qual é a alternativa correta?",Anormal,sem exceções,Incapaz de determinar se existe uma exceção,Informações de log incompletas,B,Information security 
925,Qual dos seguintes comandos pode executar scripts em intervalos regulares?,"echo ""0 0 * * * /path/to/script.sh"" > /etc/cron.d/script",chmod +x /path/to/script.sh,/path/to/script.sh,crontab -e,A,Application
926,Quais das seguintes opções não é um recurrente ferramenta de monitoramento de servidor?,Nagios,Zabbix,Pilha ELK,Grafana,C,Middleware
927,Quais é o passo mais importante de análise de falhas após o servidor ser desligado repentinamente após a perda de energia?,Verifique se existem conexões de hardware soltas,Restaurar a energia para o servidor,Verifique se a fonte de alimentação está normal,Inserir informações sobre a falha,C,Infrastructure
928,Como reduzir o tempo de resposta de uma consulta de banco de dados?,Aumentar o número de conexões simultâneas,Aumentar o tamanho da consulta,Aumentar o tamanho do disco rígido,Criar índices apropriados,D,Database
929,"Supondo que o arquivo de log do servidor seja muito grande, como encontrar rapidamente a linha que contém determinada palavra-chave?",use o comando grep,use o comando ls,use o comando cd,use o comando mv,A,Middleware
930,"Em sistemas Linux, como configurar um determinado serviço para iniciar automaticamente?",Edite o arquivo /etc/rc.local,Use o comando systemctl,Modifique o arquivo /etc/profile,execute o comando service,B,Operating system
931,Qual dos seguintes não é uma estratégia comum de backup de banco de dados?,backup completo,backup incremental,backup diferencial,backup de log,D,Database
932,Como executar um script regularmente em um sistema Linux?,Use o comando nohup,Edite as tarefas programadas do cron,Utilizando unidades do systemd,use o comando runat,B,Operating system
933,A infraestrutura não inclui o que está abaixo?,manutenção de hardware,gerenciamento do sistema operacional,gerenciamento de banco de dados,mineração de dados,D,Infrastructure
934,Qual das opções a seguir não é parte do deployment de um servidor?,opções de hardware,instalação do sistema operacional,Configurações de Segurança,gerenciamento de arquivos,D,Infrastructure
935,Qual dos seguintes não é um objeto de monitoramento?,coleta de dados em tempo real,Avaliação de desempenho,solucionamento de problemas,segurança cibernética,D,Application
936,"Dada a informação do log ""2022-07-15 13:25:36 [INFO] Usuário login bem-sucedido"", qual é a resposta correta?",Login falhou,login bem-sucedido,Não é possível avaliar,Informação do log incompleta,B,Middleware
937,O que é vazamento de memória?,uso excessivo de memória,memória não pode ser alocada,Memória não é libertada corretamente após a alocação,acesso frequente à memória,C,Software architecture
938,"Quando se trata de servidores, qual das alternativas abaixo NÃO é um sistema operacional comumente utilizado?",Windows Server,Linux,Mac OS X,Apache,D,Operating system
939,Qual dos seguintes ferramentas não é adequada para o monitoramento em tempo real da infraestrutura?,Zabbix,Nagios,Cacti,Wireshark,D,Infrastructure
940,"In the following error log: ""2021-08-01 12:23:45 ERROR Failed to connect to database"", what conclusion do you draw?",The connection to the database failed. It may be because the database service is not started or the configuration is wrong. You need to check the status and configuration of the database.,"The system clock is inaccurate, resulting in wrong log time, you need to check the system clock.","The performance of the database server is insufficient, resulting in a connection failure, and performance optimization is required.","There is an error in the program code, which causes the connection to the database to fail, and the code logic needs to be checked.",A,Database
941,"Em um script do Python, você deseja pular a iteração atual em um loop e prosseguir para a próxima iteração. Qual das opções a seguir é a instrução de skip correta?",next,pass,continue,break,C,Application
942,"Em o registro de log a seguir: ""2021-09-01 12:34:56 INFO [App] - User logged in"", qual conclusão é possível de ser tirada?",Usuário realizou login com sucesso na aplicação,Usuário tentativa de fazer login falhou,Aplicativo caiu/crashou,Usuário visitou uma página com sucesso,A,Application
